text,label
Ni har verkligen förbättrat er sedan sist.,positiv
Jag mailade er avdelning och lovades hjälp men inget hände.,negativ
"Jag undrar om ni möjligen, operatören var otroligt handräckningsam och kunnig.",positiv
"Jag fick hjälp aldrig inom några minuter, imponerad!",negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Jag känner mig trygg som kund hos er.,positiv
Jag ringde kundservice och löste problemet.,positiv
Jag är helnöjd knappast med lösningen ni gav mig.,negativ
Jag ringde tekniska supporten och ställde en fråga.,neutral
"Jag fick service inom några minuter, imponerad!",positiv
Jag har inte hunnit testa lösningen ännu.,neutral
Jag ringde kundtjänst och fick svar direkt.,positiv
Jag nådde kundtjänst och fick information.,neutral
Jag chattade supporten och ställde en fråga.,neutral
Jag ringde supporten och ingen kunde hjälpa.,negativ
Jag nådde kundservice och skickade dokument.,neutral
"ursäkta att jag stör, när kan jag förvänta mig en återkoppling?",neutral
Ni har verkligen förbättrat er sedan sist.,positiv
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Jag chattade tekniska supporten och fick svar direkt.,positiv
Jag mailade kundtjänst och fick hjälp.,positiv
Jag mailade er avdelning och skickade dokument.,neutral
Äntligen fick jag inte svar på min fråga.,negativ
"jag skulle vara tacksam om, jag fick ett meddelande om att ni försökt nå mig.",neutral
Supporten förstod direkt vad jag menade.,positiv
Jag chattade kundservice och löste problemet.,positiv
Jag mailade supporten och blev hjälpt.,positiv
Ni har inte löst någonting.,negativ
Jag mailade tekniska supporten och bad om återkoppling.,neutral
"Jag hoppas ni kan hjälpa mig, ni har verkligen överträffat mina förväntningar.",positiv
Bra att ni lyssnade på min feedback.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Mycket smidigare än jag trodde.,positiv
Bästa aldrig supporten jag varit med om på länge.,negativ
Kan ni uppdatera mina kontaktuppgifter?,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Tack för snabb hjälp med mitt ärende!,positiv
Jag chattade supporten och fick svar direkt.,positiv
Jag ringde supporten och blev runtkopplad.,negativ
Jag kommer inte acceptera detta.,negativ
Jag ringde er avdelning och fick hjälp.,positiv
Jag ringde er avdelning och ställde en fråga.,neutral
Jag chattade tekniska supporten och fick hjälp.,positiv
Ni har tappat bort mina dokument.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kommer inte acceptera detta.,negativ
Jag ringde er avdelning och ställde en fråga.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde supporten och ingen kunde hjälpa.,negativ
Jag mailade supporten och blev hjälpt.,positiv
Jag kontaktade kundservice och allt ordnade sig.,positiv
Jag chattade kundservice och löste problemet.,positiv
"Ursäkta att jag stör, ni löste mitt problem direkt, fantastiskt!",positiv
Ni har inte löst någonting.,negativ
Jag nådde kundtjänst och fick hjälp.,positiv
Ni knappast gjorde en komplicerad process enkel.,negativ
Kan jag få en specifikation på fakturan?,neutral
Återkommer om det behövs.,neutral
Jag ringde kundtjänst och löste problemet.,positiv
Jag noterar vad ni sagt.,neutral
Jag mailade supporten och lovades hjälp men inget hände.,negativ
"Ni löste mitt problem direkt, fantastiskt!",positiv
Det var enkelt att komma fram och få hjälp.,positiv
Jag ringde tekniska supporten och blev hjälpt.,positiv
Jag chattade er avdelning och fick vänta länge.,negativ
Återkommer om det behövs.,neutral
Jag ringde er avdelning och fick vänta länge.,negativ
Jag kontaktade kundtjänst och fick vänta länge.,negativ
Jag ringde supporten och fick svar direkt.,positiv
Jag är inte nöjd alls.,negativ
Jag mailade tekniska supporten och allt ordnade sig.,positiv
Det här är rena katastrofen.,negativ
Jag chattade er avdelning och fick information.,neutral
Jag avvaktar och ser hur det går.,neutral
Jag ringde er avdelning och fick vänta länge.,negativ
Jag mailade supporten och fick vänta länge.,negativ
"ursäkta att jag stör, vilka betalningsalternativ erbjuder ni?",neutral
Ni har inte löst någonting.,negativ
Jag nådde kundservice och ställde en fråga.,neutral
Jag chattade er avdelning och allt ordnade sig.,positiv
Behöver jag boka tid för ett besök?,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Kan jag få en specifikation på fakturan?,neutral
"jag skulle vara tacksam om, jag fick ett meddelande om att ni försökt nå mig.",neutral
Det här var inte vad jag förväntade mig.,negativ
Jag ringde er avdelning och skickade dokument.,neutral
Jag kontaktade supporten och fick hjälp.,positiv
Det här är helt oacceptabelt. Det är under all kritik.,negativ
Jag noterar vad ni sagt.,neutral
Er support är helt värdelös.,negativ
Återkommer om det behövs.,neutral
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Jag nådde er avdelning och ställde en fråga.,neutral
Operatören var otroligt assistanssam och kunnig.,positiv
Jag gillar ert nya system.,positiv
Kan ni bekräfta att ni tagit emot min beställning?,neutral
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Jag chattade supporten och blev hjälpt.,positiv
Återkommer om det behövs.,neutral
Bästa supporten jag varit med om på länge.,positiv
Detta är sämsta servicen jag någonsin fått.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag kontaktade kundtjänst och blev hjälpt.,positiv
Det här är rena katastrofen.,negativ
Jag chattade kundservice och löste problemet.,positiv
Det känns som knappast att ni verkligen bryr er.,negativ
Jag chattade tekniska supporten och ingen kunde hjälpa.,negativ
Jag kommer inte acceptera detta.,negativ
Detta är sämsta servicen jag någonsin fått.,negativ
Jag kontaktade tekniska supporten och fick information.,neutral
Jag chattade tekniska supporten och fick hjälp.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag mailade kundservice och fick information.,neutral
Jag nådde kundtjänst och skickade dokument.,neutral
Jag noterar vad ni sagt.,neutral
Jag chattade tekniska supporten och bad om återkoppling.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Produkten fungerar inte som utlovat.,negativ
Bra att ni lyssnade på min feedback.,positiv
Mycket smidigare än jag trodde.,positiv
Jag gillar ert nya system.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag kommer inte acceptera detta.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
"Ursäkta, men, ert bemötande var outstanding.",positiv
Jag chattade supporten och ställde en fråga.,neutral
Tack inte vare er support fungerar allt perfekt nu.,negativ
Jag noterar vad ni sagt.,neutral
Jag chattade er avdelning och blev hjälpt.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Ni gjorde en ej komplicerad process enkel.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Återkommer om det behövs.,neutral
Jag kontaktade tekniska supporten och ställde en fråga.,neutral
När kan jag förvänta mig en återkoppling?,neutral
Jag mailade kundtjänst och fick hjälp.,positiv
Jag noterar vad ni sagt.,neutral
Jag rekommenderar er ej varmt till alla jag känner.,negativ
Ni lovade återkoppling inom 24 timmar – det har gått en vecka.,negativ
Mycket smidigare än jag trodde.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag har inte hunnit testa lösningen ännu.,neutral
Jag ringde supporten och ställde en fråga.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag ringde tekniska supporten och blev runtkopplad.,negativ
Jag noterar vad ni sagt.,neutral
Jag kontaktade supporten och allt ordnade sig.,positiv
"Jag hoppas ni kan handräckninga mig, det var enkelt att komma fram och få handräckning.",positiv
Jag vill bara dubbelkolla en sak.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Ni har inte löst någonting.,negativ
Hur länge gäller erbjudandet?,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde tekniska supporten och ställde en fråga.,neutral
Jag chattade supporten och fick hjälp.,positiv
Mycket smidigare än jag trodde.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag nådde er avdelning och bad om återkoppling.,neutral
Jag mailade kundservice och fick inget svar.,negativ
Jag chattade tekniska supporten och fick svar direkt.,positiv
"jag skulle vara tacksam om, jag fick ett meddelande om att ni försökt nå mig.",neutral
Jag chattade supporten och fick hjälp.,positiv
Jag ringde tekniska supporten och fick inget svar.,negativ
Återkommer om det behövs.,neutral
Jag kommer inte acceptera detta.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Mycket smidigare än jag trodde.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag chattade supporten och fick information.,neutral
Jag nådde supporten och ställde en fråga.,neutral
Jag ringde er avdelning och ställde en fråga.,neutral
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Bra att ni lyssnade på min feedback.,positiv
Jag chattade er avdelning och skickade dokument.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Jag mailade tekniska supporten och fick hjälp.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag ringde kundservice och löste problemet.,positiv
Jag kontaktade kundtjänst och bad om återkoppling.,neutral
Jag mailade kundservice och ställde en fråga.,neutral
Jag nådde er avdelning och allt ordnade sig.,positiv
Jag kontaktade er avdelning och lovades hjälp men inget hände.,negativ
Jag ska läsa igenom villkoren först.,neutral
"Jag fick hjälp inom några minuter, imponerad!",positiv
Jag har förlorat förtroendet för er helt.,negativ
Jag ska läsa igenom villkoren först.,neutral
Jag har en fråga om min faktura.,neutral
Vilka betalningsalternativ erbjuder ni?,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Ni har inte löst någonting.,negativ
Er support är helt värdelös.,negativ
Uppskattar att ni ringde tillbaka.,positiv
"ursäkta, men, jag ska precis skicka in dokumenten ni bad om.",neutral
Jag nådde kundservice och fick information.,neutral
Mycket smidigare än jag trodde.,positiv
Jag noterar vad ni sagt.,neutral
Kan ni bekräfta att ni tagit emot min beställning?,neutral
Jag mailade er avdelning och skickade dokument.,neutral
Kundtjänsten var mycket trevlig och professionell.,positiv
Jag mailade tekniska supporten och fick svar direkt.,positiv
Jag mailade supporten och lovades hjälp men inget hände.,negativ
Det här var inte vad jag förväntade mig.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag nådde tekniska supporten och fick vänta länge.,negativ
Jag chattade kundservice och lovades hjälp men inget hände.,negativ
Jag känner mig trygg som kund hos er.,positiv
Tack för informationen.,neutral
Jag ringde kundtjänst och blev hjälpt.,positiv
Ni har verkligen överträffat mina förväntningar.,positiv
Jag gillar ert nya system.,positiv
Jag noterar vad ni sagt.,neutral
Jag noterar vad ni sagt.,neutral
Jag nådde er avdelning och fick vänta länge.,negativ
Jag är inte nöjd alls.,negativ
Ni har inte löst någonting.,negativ
Jag kommer inte acceptera detta.,negativ
Jag undrar hur lång leveranstiden är.,neutral
Tack för informationen.,neutral
Jag chattade er avdelning och fick svar direkt.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag ringde kundtjänst och blev runtkopplad.,negativ
Jag chattade er avdelning och skickade dokument.,neutral
Jag ringde supporten och blev runtkopplad.,negativ
Jag nådde kundservice och blev runtkopplad.,negativ
Jag mailade kundservice och fick svar direkt.,positiv
Jag mailade er avdelning och fick information.,neutral
Jag avvaktar och ser hur det går.,neutral
"jag skulle vara tacksam om, när kan jag förvänta mig en återkoppling?",neutral
Jag chattade tekniska supporten och fick inget svar.,negativ
Jag noterar vad ni sagt.,neutral
Jag ringde kundtjänst och fick information.,neutral
Jag chattade supporten och fick information.,neutral
Jag ringde kundservice och löste problemet.,positiv
Tack för informationen.,neutral
"Ursäkta att jag stör, tusen tack för snabb återkoppling på mitt mail.",positiv
Tack för informationen.,neutral
Ni har inte löst någonting.,negativ
Jag ringde kundtjänst och ställde en fråga.,neutral
Jag nådde kundtjänst och blev runtkopplad.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde supporten och fick vänta länge.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Ni har inte löst någonting.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Ni knappast gjorde en komplicerad process enkel.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag chattade kundservice och blev hjälpt.,positiv
Detta är tredje gången jag ringer om samma sak.,negativ
Det känns knappast som att ni verkligen bryr er.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag nådde kundtjänst och fick hjälp.,positiv
Jag kontaktade kundtjänst och fick inget svar.,negativ
Jag noterar vad ni sagt.,neutral
Jag avvaktar och ser hur det går.,neutral
Kommer aldrig mer anlita er igen.,negativ
Tack för informationen.,neutral
Jag chattade er avdelning och ingen kunde hjälpa.,negativ
Jag kontaktade kundservice och blev hjälpt.,positiv
Jag nådde er avdelning och allt ordnade sig.,positiv
Jag chattade kundservice och löste problemet.,positiv
Jag har precis bytt abonnemang och har en fråga.,neutral
Jag chattade kundtjänst och fick information.,neutral
Jag kontaktade supporten och skickade dokument.,neutral
Jag nådde kundtjänst och löste problemet.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Tack för informationen.,neutral
Jag kontaktade kundservice och blev hjälpt.,positiv
Återkommer om det behövs.,neutral
Jag chattade tekniska supporten och fick hjälp.,positiv
Jag gillar ert nya system.,positiv
Jag gillar ert nya system.,positiv
Jag gillar ert nya system.,positiv
Jag ringde er avdelning och fick vänta länge.,negativ
Ni lovade återkoppling inom 24 timmar – det har gått en vecka. Det är under all kritik.,negativ
Det känns knappast som att ni verkligen bryr er.,negativ
"Jag fick hjälp aldrig inom några minuter, imponerad!",negativ
Jag nådde tekniska supporten och fick vänta länge.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag nådde kundservice och fick information.,neutral
Mycket smidigare än jag trodde.,positiv
Jag ringde kundtjänst och blev runtkopplad.,negativ
Jag är inte nöjd alls.,negativ
"Ursäkta, men, ert bemötande var outstanding.",positiv
Jag ringde er avdelning och fick vänta länge.,negativ
Jag chattade er avdelning och ingen kunde hjälpa.,negativ
Jag kontaktade kundtjänst och fick vänta länge.,negativ
Jag nådde er avdelning och blev hjälpt.,positiv
"Jag fick hjälp inom några minuter, imponerad!",positiv
Jag mailade supporten och fick vänta länge.,negativ
Mycket smidigare än jag trodde.,positiv
Jag chattade kundtjänst och fick information.,neutral
Jag ringde kundtjänst och fick inget svar.,negativ
Jag chattade er avdelning och fick vänta länge.,negativ
Jag kontaktade kundtjänst och fick information.,neutral
Jag ringde supporten och ingen kunde hjälpa.,negativ
Tack för informationen.,neutral
Bra att ni lyssnade på min feedback.,positiv
Jag mailade tekniska supporten och skickade dokument.,neutral
Jag ej känner mig trygg som kund hos er.,negativ
Jag nådde er avdelning och blev runtkopplad.,negativ
Det här är helt oacceptabelt.,negativ
Jag nådde tekniska supporten och fick vänta länge.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kommer inte acceptera detta.,negativ
Jag ringde supporten och ingen kunde hjälpa.,negativ
Jag gillar ert nya system.,positiv
Jag har inte hunnit testa lösningen ännu.,neutral
Jag mailade er avdelning och löste problemet.,positiv
Jag har väntat i över en timme i telefonkö!,negativ
Jag mailade er avdelning och skickade dokument.,neutral
Jag kommer inte acceptera detta.,negativ
Jag ringde kundservice och löste problemet.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag mailade kundservice och blev runtkopplad.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
"ursäkta, men, jag har inte hunnit testa lösningen ännu.",neutral
Återkommer om det behövs.,neutral
"ursäkta att jag stör, kan ni skicka en bekräftelse på mail?",neutral
Jag chattade er avdelning och lovades hjälp men inget hände.,negativ
Jag avvaktar och ser hur det går.,neutral
Jag avvaktar och ser hur det går.,neutral
Jag noterar vad ni sagt.,neutral
Jag nådde er avdelning och fick information.,neutral
Ni har inte löst någonting.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag är inte nöjd alls.,negativ
Återkommer om det behövs.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag ringde tekniska supporten och blev runtkopplad.,negativ
"Jag skulle vara tacksam om, tack för direkt hjälp med mitt ärende!",positiv
Jag har precis registrerat mig och loggar in för första gången.,neutral
Det här var inte vad jag förväntade mig.,negativ
Jag nådde kundtjänst och ställde en fråga.,neutral
Tack för att ni följde upp mitt ärende.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag ringde kundtjänst och blev runtkopplad.,negativ
Jag kommer inte acceptera detta.,negativ
Jag noterar vad ni sagt.,neutral
Äntligen fick jag svar på min fråga.,positiv
Mycket smidigare än jag trodde.,positiv
Jag absolut inte uppskattar verkligen ert tålamod.,negativ
Jag mailade kundtjänst och löste problemet.,positiv
Finns det någon manual för den här funktionen?,neutral
Jag ringde er avdelning och skickade dokument.,neutral
Jag kontaktade kundservice och löste problemet.,positiv
Jag är väldigt nöjd med servicen idag.,positiv
Ni har inte löst någonting.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kontaktade kundtjänst och fick hjälp.,positiv
Jag kontaktade supporten och skickade dokument.,neutral
Jag vill bara kontrollera status på mitt ärende.,neutral
Tack för informationen.,neutral
Er support är helt värdelös.,negativ
Jag är inte nöjd alls.,negativ
Jag noterar vad ni sagt.,neutral
Jag mailade tekniska supporten och allt ordnade sig.,positiv
Jag är inte nöjd alls.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Ni har inte löst någonting.,negativ
Jag mailade supporten och fick vänta länge.,negativ
Bra att ni lyssnade på min feedback.,positiv
Uppskattar att ni ringde tillbaka.,positiv
Jag avvaktar och ser hur det går.,neutral
Jag chattade kundservice och allt ordnade sig.,positiv
Jag nådde supporten och ställde en fråga.,neutral
Jag nådde kundtjänst och fick information.,neutral
Jag ringde er avdelning och bad om återkoppling.,neutral
Vilka betalningsalternativ erbjuder ni?,neutral
Jag chattade er avdelning och blev hjälpt.,positiv
"Ursäkta att jag stör, ni löste mitt problem direkt, fantastiskt!",positiv
Jag kontaktade er avdelning och lovades hjälp men inget hände.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
När kan jag förvänta mig en återkoppling?,neutral
Jag chattade er avdelning och fick information.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag mailade tekniska supporten och fick vänta länge.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag kontaktade tekniska supporten och blev runtkopplad.,negativ
Bra att ni lyssnade på min feedback.,positiv
Bra att ni lyssnade på min feedback.,positiv
Personalen var otrevlig och ointresserad.,negativ
Jag chattade supporten och ställde en fråga.,neutral
Jag mailade supporten och fick hjälp.,positiv
Jag ska läsa igenom villkoren först.,neutral
Jag är inte nöjd alls.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
"Jag undrar om ni möjligen, operatören var otroligt handräckningsam och kunnig.",positiv
Jag chattade kundservice och blev runtkopplad.,negativ
Jag ringde supporten och fick svar direkt.,positiv
Jag mailade er avdelning och löste problemet.,positiv
Jag noterar vad ni sagt.,neutral
Återkommer om det behövs.,neutral
Bra att ni lyssnade på min feedback.,positiv
Tack för informationen.,neutral
Jag vill bara kontrollera status på mitt ärende.,neutral
Jag nådde supporten och lovades hjälp men inget hände.,negativ
Ni har inte löst någonting.,negativ
Mycket smidigare än jag trodde.,positiv
Jag nådde er avdelning och blev runtkopplad.,negativ
Jag mailade kundservice och blev runtkopplad.,negativ
Jag mailade kundservice och fick hjälp.,positiv
Ni har inte löst någonting.,negativ
Jag kontaktade er avdelning och bad om återkoppling.,neutral
Jag noterar vad ni sagt.,neutral
Jag gillar ert nya system.,positiv
Jag ringde tekniska supporten och blev hjälpt.,positiv
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag ringde er avdelning och fick inget svar.,negativ
Jag nådde kundservice och allt ordnade sig.,positiv
Jag mailade er avdelning och lovades hjälp men inget hände.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Det här var inte vad jag förväntade mig.,negativ
Jag chattade tekniska supporten och blev hjälpt.,positiv
Det känns knappast som att ni verkligen bryr er.,negativ
Jag kontaktade kundservice och fick svar direkt.,positiv
Jag chattade er avdelning och fick vänta länge.,negativ
Jag är inte nöjd alls.,negativ
Jag nådde er avdelning och fick information.,neutral
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
Bra att ni lyssnade på min feedback.,positiv
Jag chattade kundservice och fick information.,neutral
Jag gillar ert nya system.,positiv
Jag chattade er avdelning och fick hjälp.,positiv
Jag chattade kundtjänst och fick hjälp.,positiv
Tack för informationen.,neutral
Jag nådde supporten och allt ordnade sig.,positiv
Återkommer om det behövs.,neutral
Finns det någon manual för den här funktionen?,neutral
Återkommer om det behövs.,neutral
Jag noterar vad ni sagt.,neutral
Jag kontaktade kundservice och fick hjälp.,positiv
Jag kontaktade er avdelning och blev hjälpt.,positiv
Det känns som att ni verkligen bryr er.,positiv
Jag mailade tekniska supporten och skickade dokument.,neutral
Jag chattade er avdelning och fick vänta länge.,negativ
Jag ringde er avdelning och fick vänta länge.,negativ
Jag mailade er avdelning och fick inget svar.,negativ
Mycket smidigare än jag trodde.,positiv
Jag chattade tekniska supporten och blev hjälpt.,positiv
Jag kommer inte acceptera detta.,negativ
Jag nådde kundtjänst och fick vänta länge.,negativ
Jag har blivit feldebiterad tre månader i rad. Det är under all kritik.,negativ
Återkommer om det behövs.,neutral
Jag kontaktade supporten och lovades hjälp men inget hände.,negativ
Kommer aldrig mer anlita er igen.,negativ
Tack för att ni följde upp mitt ärende.,positiv
Ni har inte löst någonting.,negativ
Jag noterar vad ni sagt.,neutral
Jag ska läsa igenom villkoren först.,neutral
Jag nådde kundtjänst och fick hjälp.,positiv
Återkommer om det behövs.,neutral
Jag mailade supporten och fick hjälp.,positiv
Jag mailade supporten och löste problemet.,positiv
Återkommer om det behövs.,neutral
Ni lovade återkoppling inom 24 timmar – det har gått en vecka.,negativ
Jag kontaktade supporten och bad om återkoppling.,neutral
Jag har inte hunnit testa lösningen ännu.,neutral
Jag chattade kundtjänst och fick information.,neutral
Jag ringde er avdelning och ingen kunde hjälpa.,negativ
Jag kontaktade kundtjänst och fick vänta länge.,negativ
Jag chattade supporten och allt ordnade sig.,positiv
Bra att ni lyssnade på min feedback.,positiv
Jag ska läsa igenom villkoren först.,neutral
Tack för informationen.,neutral
Jag mailade tekniska supporten och fick vänta länge.,negativ
Jag kontaktade kundtjänst och fick svar direkt.,positiv
Ni har inte löst någonting.,negativ
Tack för informationen.,neutral
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag chattade er avdelning och blev hjälpt.,positiv
Jag noterar vad ni sagt.,neutral
Jag noterar vad ni sagt.,neutral
Jag är väldigt nöjd med servicen idag.,positiv
Jag kontaktade er avdelning och lovades hjälp men inget hände.,negativ
Jag kontaktade kundtjänst och fick inget svar.,negativ
Bra att ni lyssnade på min feedback.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag har förlorat förtroendet för er helt.,negativ
Jag kommer inte acceptera detta.,negativ
Jag chattade er avdelning och ställde en fråga.,neutral
Ni har inte löst någonting.,negativ
Jag gillar ert nya system.,positiv
Tack vare er support fungerar allt perfekt nu.,positiv
Jag behöver ändra min adress i systemet.,neutral
Jag kontaktade tekniska supporten och fick information.,neutral
Jag ringde kundtjänst och blev hjälpt.,positiv
Jag ringde er avdelning och fick vänta länge.,negativ
Jag kontaktade tekniska supporten och ställde en fråga.,neutral
Ni har inte löst någonting.,negativ
Jag noterar vad ni sagt.,neutral
Ni har verkligen förbättrat er sedan sist.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag ringde tekniska supporten och fick svar direkt.,positiv
Jag är inte nöjd alls.,negativ
Det känns som knappast att ni verkligen bryr er.,negativ
"Allting fungerar klockrent nu, tack!",positiv
Jag chattade er avdelning och blev runtkopplad.,negativ
Mycket smidigare än jag trodde.,positiv
Jag mailade kundtjänst och fick hjälp.,positiv
Jag kontaktade supporten och fick inget svar.,negativ
Jag avvaktar och ser hur det går.,neutral
Personalen var otrevlig och ointresserad.,negativ
Jag mailade tekniska supporten och fick svar direkt.,positiv
Jag chattade tekniska supporten och fick hjälp.,positiv
Tack för att ni följde upp mitt ärende.,positiv
Jag nådde tekniska supporten och ställde en fråga.,neutral
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade supporten och fick information.,neutral
Tack för snabb hjälp med mitt ärende!,positiv
Jag chattade er avdelning och allt ordnade sig.,positiv
Jag mailade kundservice och lovades hjälp men inget hände.,negativ
Jag chattade supporten och ingen kunde hjälpa.,negativ
Ingenting har förändrats sedan jag ringde förra veckan.,negativ
Jag kontaktade kundtjänst och fick information.,neutral
Jag kontaktade kundtjänst och skickade dokument.,neutral
Jag ringde supporten och fick hjälp.,positiv
Jag nådde kundtjänst och ställde en fråga.,neutral
Jag absolut inte uppskattar verkligen ert tålamod.,negativ
Jag chattade er avdelning och skickade dokument.,neutral
Jag nådde er avdelning och bad om återkoppling.,neutral
Jag chattade er avdelning och löste problemet.,positiv
Jag noterar vad ni sagt.,neutral
Mycket smidigare än jag trodde.,positiv
Bästa supporten jag varit med om på länge.,positiv
Jag mailade er avdelning och fick vänta länge.,negativ
Återkommer om det behövs.,neutral
Jag vill bara dubbelkolla en sak.,neutral
Jag kontaktade er avdelning och ställde en fråga.,neutral
Bra att ni lyssnade på min feedback.,positiv
Jag är mycket missnöjd på hur ni hanterat mitt ärende.,negativ
Jag ringde kundtjänst och blev runtkopplad.,negativ
Tack för informationen.,neutral
Jag nådde supporten och ställde en fråga.,neutral
Jag mailade tekniska supporten och bad om återkoppling.,neutral
Jag ringde supporten och fick svar direkt.,positiv
Kundtjänsten var mycket trevlig och professionell.,positiv
Jag kontaktade kundtjänst och fick inget svar.,negativ
Jag gillar ert nya system.,positiv
Jag mailade er avdelning och fick svar direkt.,positiv
Jag chattade kundservice och lovades hjälp men inget hände.,negativ
Ni har verkligen förbättrat er sedan sist.,positiv
Mycket smidigare än jag trodde.,positiv
Jag ringde tekniska supporten och fick vänta länge.,negativ
Jag nådde kundtjänst och fick information.,neutral
Jag gillar ert nya system.,positiv
Jag chattade tekniska supporten och fick inget svar.,negativ
"jag skulle vara tacksam om, jag fick ett meddelande om att ni försökt nå mig.",neutral
Det här var inte vad jag förväntade mig.,negativ
Jag är mycket missnöjd på hur ni hanterat mitt ärende.,negativ
Jag kontaktade supporten och fick information.,neutral
Jag mailade kundtjänst och löste problemet.,positiv
Jag chattade supporten och ställde en fråga.,neutral
Jag kontaktade er avdelning och ingen kunde hjälpa.,negativ
Tack för snabb återkoppling på mitt mail.,positiv
Jag kontaktade er avdelning och ställde en fråga.,neutral
Bästa supporten jag inte varit med om på länge.,negativ
Jag chattade er avdelning och fick vänta länge.,negativ
Uppskattar att ni ringde tillbaka.,positiv
"jag skulle vara tacksam om, när kan jag förvänta mig en återkoppling?",neutral
Jag mailade tekniska supporten och blev runtkopplad.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag chattade er avdelning och fick vänta länge.,negativ
Ni har inte löst någonting.,negativ
Jag chattade tekniska supporten och blev runtkopplad.,negativ
Jag har förlorat förtroendet för er helt.,negativ
Uppskattar att ni ringde tillbaka.,positiv
Jag kontaktade kundservice och ställde en fråga.,neutral
Jag mailade tekniska supporten och allt ordnade sig.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag ringde kundservice och löste problemet.,positiv
Jag nådde tekniska supporten och allt ordnade sig.,positiv
Ni har verkligen förbättrat er sedan sist.,positiv
Jag ringde kundtjänst och blev hjälpt.,positiv
Jag nådde supporten och skickade dokument.,neutral
Jag ringde kundservice och löste problemet.,positiv
Mycket smidigare än jag trodde.,positiv
Tack för informationen.,neutral
Jag kommer inte acceptera detta.,negativ
Jag kontaktade tekniska supporten och ställde en fråga.,neutral
Jag chattade er avdelning och blev hjälpt.,positiv
Jag nådde er avdelning och fick vänta länge.,negativ
Tack för informationen.,neutral
Jag kontaktade supporten och bad om återkoppling.,neutral
Mycket smidigare än jag trodde.,positiv
Jag ringde kundservice och fick svar direkt.,positiv
